number,tweet,label 
3613,@Aban1998Tehrani حامد بهداد گوه خورد اوردنش که نسرین ستوده رو بکنه تو کله ملت به جای موسوی. چقد ساده این شما ستوده خمینی زنانه هست. واقعا هنوزم گول اپوزیسیون های وابسته به ج.آ رو میخورین؟؟ ریلی؟ بعد اینهمه تجربه؟!,politics
3616,این بار نباید به انگلیس اجازه دهیم که قبل از سقوط ج.ا ، یک فرد را انتخاب کند و او را به قدرت برساند که در جهت منافع انگلیس کار کند.وقت غافلگیر کردن انگلیس است.وقتش رسیده که دیگر اجازه ندهیم از ما سوء استفاده کنند. #SaveNavidAfkari  #KingdomWithPahlavi,politics
3617,@KRadjabi متاسفانه قشر خاصی هستن که اینجوری فکر میکنن، تا زمانیکه از فرصت و رانت ج ا بهره میبرن طرفدارشن و وقتی خودشون گیر افتادن مخالف میشن,politics
3618,@mostafatajzade ✅✅✅✅✅✅  *⛔ ابتکار، تاجزاده و «زن کشی»*  *این روزها خانم ابتکار و تاجزاده بابت حذف تصویر دختران از جلد یک کتاب درسی فریاد وامصیبتا سر داده و این اتفاق را مقدمه تبدیل ج. ا.ا به «خلافت طالبان» دانسته‌اند!*,politics
3620,@raashen @MJ_Akbarin کدوم حقیقت؟؟؟موسوی و...الانم هنوز حاضر به اعلام برائت از ج.ا. ضد بشرنیستن.الان که میتونه بیاد از این همه ظلم اعلام برائت کنه.بعد ما میپذیریم که نقشی نداشته.شاخص سنجش صداقت موسوی اینه که بیاد از ج.ا. بخاطر سالها ظلم و جنایتش اعلام برائت کنه.اونوقت دیگه کسی سال 67 رو شخم نمیزنه,politics
3629,متاسفانه همه‌ی دوست‌داران مستقل ایران خارجن. اگه اینا ایران بودن ج.ا جرات نمی‌کرد عکس دخترای محجبه رو از جلد کتاب حذف کنه:( اگرم حذف می‌کرد برای اعتراض به کار زشت آقای جمهوری اسلامی به ترامپ که باعث تضعیف موقعیت میانه‌روها و تقویت موضع تندروها شده فحش می‌دادن https://t.co/3wn9lqSlq0,politics
3632,@RezaVaisi من این را ناشی از خوی تمامیت طلب و فرافکن اینها می‌دانم. اکثر مخالفان را زده‌اند و هنوز مشکل مملکت حل نشده. باید تقصیر را گردن کسی بیندازند و در قدرت بمانند. گمان نمی‌کنم اینها به بعد از ج.ا فکر کنند. به بعد از خامنه‌ای فکر می‌کنند البته.,politics
3633,@atr_nab @royalfox85 اون ج ا نداره ماها داریم,politics
3634,@israelipm_farsi یک زمانی بیشترین تعداد یهودیان خاورمیانه در ایران زندگی می کردند و با اومدن ج.ا کم‌کم مجبور به ترک خاک آبا و اجدادی خود شدند. هنوز هم به خاک ایران عشق می‌ورزند,politics
3637,کله‌تون از ج ا کیریه به آدم می‌پرید.,politics
3639,@Sindbad_Behzad @MJ_Akbarin احسنت منم همینو میگم.میگم حتی الانم حاضر نشدن از ج.ا. اعلام برائت کنن و ابراز پشیمانی از این دوره ذلت بار کنن.بعد ما بگیم بی تقصیره.خودمون رو گول نمیزنیم دیگه.همونه که میخواستت مارو به دوران طلایی ببره,politics
3645,بهترین راه برای جبران خیانت انگلیس به ایران این است که در ایران انقلابی اتفاق بیوفتد و فردی به قدرت برسد که سیاستهایش قابل پیش بینی برای انگلیس‌نباشد.انگلیس میداند که ج.ا به ته خط رسیده،اما هنوز بر سر این‌موضوع که چه کسی را جایگزین‌ج.ا کند تا در جهت منافعشان باشد،به نتیجه نرسیده.,politics
3646,@IranIntlbrk 😂😂😂😂😂😂😂چقد این ج ا مضحکه اخه,politics
3653,@gol_meh @beehnam كارگردان اين آب و خاك براي اون جنگ ٨ ساله به دستور خميني موجيه ، اين يارو خودشم تربيت ج.ا كثافته,politics
3654,@MJ_Akbarin آقای اکبرین عزیز چرا در صدد تطهیر موسوی هستین؟ایشون در حد خودش میتونه مقصر باشه دیگه(بگو1درصد حتی).نخست وزیر بوده اگر خبر داشته که وضعش مشخصه اگرم اطلاع نداشته بازم وای به حالش که نخست وزیربوده و خبرنداشته.موسوی و... همین الانم هنوز حاضر به اعلام برائت از ج.ا. ضد بشرنیستن عزیز من,politics
3687,@MJ_Akbarin خوب موسوی مگر زنده نیست ؟   بهش بگین اعلامیه بده بگه از ج.ا. گذشته و از بلایی که بخاطر بوجود آمدنش مسوول بوده متأسف هست و اعتراف کنه خمینی جنایتکار بوده  به همین راحتی ! چرا ماله میکشید!,politics
3689,ترامپ هیچ کاری نکرده باشد، همین که بیخ گوش بزرگترین دشمن اسرائیل، روابط دو کشور حاشیه خلیج را با اسرائیل بر پا کرده است، ازبرجسته ترین اکتهایش در رابطه با خاور میانه هست، از منظر دیگر در  بیهوده بودن مبارزه ج.ا.ایران به مسئله بنگرید که بیخ گوشش، دو سفارت از اسرائیل افتتاح شد.,politics
3690,@RezaVaisi بالاخره یه جای باید ترمز ماجراجویهای ج ا با هزینه ملت و تنها صرف اقتدار پوچ منطقه ای رژیم کشیده میشد.,politics
3694,@Khastehazhameh درسته ولی خوب ما نام مخالفین ج.ا رو یدک میکشیم  باید تلاش کنیم جذب داشته باشیم از میان مردم، با این ادبیات و رفتار جذب که نداریم هیچ، عده ای سخیف و بسیجی معاب جلوه میکنیم,politics
3695,@trve_farid @Horisauron در دنیای پسا جنگ سرد این دیگه صادق نیست. مثلاً مجاهدین دشمن ج.ا هستن ولی دشمن ما هم هستن.,politics
3697,"اخرین پیش بینی شاه فقید ؛"" ما برویم ؛ ایران میرود ؛ ایران برود ؛ خاورمیانه میرود ؛ خاورمیانه برود ؛ همه دنیا میرود ! همینگونه هم شد ؛ اکنون با اشتباهات استراتژیک امریکا در خاورمیانه؛ خاورمیانه جولانگاه تروریست هایی شده که توسط ج.ا حمایت و پشتیبانی میشوند",politics
3702,قبل از ج ا هم افرادی به مبارزه مسلحانه با رژیم جعلی منطقه اعتقاد داشتند بعد از جنگ تحمیلی این افراد بیشتر هم شدن اگه حکومت هم نباشه مردم زیادی معتقدن. با این حال چطور میشه به دموکراسی رسید؟ آیا امکان داره بخشی از مردم ی سرزمین در حال نقض قوانین بین المللی!! باشن و تحریمی هم نباشه,politics
3713,@gilanari اینارو که واس خودشون نمیگن... صرفا واسه رعیت جاهل میگن وگرنه آخوندها و مسئولان مسلمون ج.ا کلا دایم التحریکند,politics
3717,بعد از عادی سازی روابط امارات و بحرین با اسراییل، محیط امنیتی خاورمیانه و خلیج فارس تغییر راهبردی می‌کند. این تغییر راهبردی بیش از هر بازیگر دیگری به ضرر جمهوری اسلامی است و ج.ا تقریبا ابزاری جدی برای جلوگیری از این تغییر ندارد. عمده تهدیدهایش هم فاقد پشتوانه جدی و عملی است.,politics
3722,@EbneHava ۹۰ درصد مردم فلسطین در فقر زندگی میکنن  ۸۵ درصدشون توانایی تامین خرج تحصیل فرزندشون رو ندارن  ۷۶ درصد بیکارن  ۱۰۰ درصدشون هم فقط قراره یک بار زندگی کنن اما دغدغه اصلی ج ا اینه که با اسراییل بجنگن  الان منطق ت اینه... چون خانم ها بیکارن پس اصولگرا ها میتونن آرام آرام حذفشون کنن,politics
3723,@HeLLFireeeeee @hosseyn1988 @wanderlust_sep این ظاهرا از همون بازیگرهای دوزاری فیلم و سریال ج ا است. نمیدونم چی قراره بهش برسه که اینجوری پاشنهٔ دهنش رو کشیده. این استوری فقط مشتی از خرواره.زیاد از این استوری ها گذاشته,politics
3728,ج ا استاد به حاشیه کشیدن موضوعات مهم وما مردمم متاسفانه به شدت افسار مون دستشونه وبه بازی بچه گانه نوع حکومت در آینده درگیریم، پاک کردن اسم مولف کتاب ریاضی فردوس حاجیان وبا پاک کردن عکس دخترها به حاشیه کشیدن ایشون گفتن آمبولی نظام آموزش بوجود اومده و.... #مرگ_بر_جمهوری_اسلامی https://t.co/0NYpeiFwkv,politics
